STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_prc,Components of energy prices,nrg_cons,Energy consumption,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2021,,0.0670,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2022,,0.0666,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2023,,0.1207,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2024,,0.1219,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2017,,0.0686,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2018,,0.0617,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2019,,0.0488,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2020,,0.0486,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2021,,0.0537,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2022,,0.0737,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2023,,0.1060,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2024,,0.0508,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2017,,0.0364,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2018,,0.0370,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2019,,0.0344,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2020,,0.0379,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2021,,0.0355,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2022,,0.0417,,d,definition differs (see metadata),,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2023,,0.0497,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2024,,0.0548,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2017,,0.0394,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2018,,0.0394,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2019,,0.0404,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2020,,0.0453,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2021,,0.0470,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2022,,0.0512,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2023,,0.0510,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2024,,0.0534,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2017,,0.0989,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2018,,0.1057,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2019,,0.0974,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2020,,0.0854,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2021,,0.0824,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2022,,0.1018,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2023,,0.0991,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2024,,0.1140,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2017,,0.0553,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2018,,0.0578,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2019,,0.0565,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2020,,0.0529,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2021,,0.0551,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2022,,0.0452,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2023,,0.0626,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2024,,0.0652,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2017,,0.1034,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2018,,0.1087,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2019,,0.1113,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2020,,0.1158,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2021,,0.1135,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2022,,0.1125,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2023,,0.1304,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2024,,0.0978,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2017,,0.0058,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2018,,0.0114,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2019,,0.0166,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2020,,0.0149,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2021,,0.0150,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2022,,0.0147,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2023,,0.0196,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2024,,0.0339,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UA,Ukraine,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2017,,0.0391,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2018,,0.0368,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2019,,0.0474,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2017,,0.0184,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2018,,0.0175,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2019,,0.0260,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2020,,0.0213,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2021,,0.0181,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2022,,0.0275,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2023,,0.0235,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NETC,Network costs,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2024,,,,,,C,confidential
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2020,,,,u,low reliability,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2021,,,,u,low reliability,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2022,,0.0623,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2023,,0.0694,,u,low reliability,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2024,,0.0733,,u,low reliability,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2017,,0.0598,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2018,,0.0610,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2019,,0.0654,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2020,,0.0702,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2021,,0.0723,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2022,,0.1207,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2023,,0.2116,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2024,,0.1908,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2017,,0.0649,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2018,,0.0621,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2019,,0.0624,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2020,,0.0648,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2021,,0.0571,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2022,,0.0656,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2023,,0.0764,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BA,Bosnia and Herzegovina,2024,,0.0868,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2017,,0.0672,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2018,,0.0624,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2019,,0.0663,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2020,,0.0745,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2021,,0.0890,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2022,,0.2270,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,NRG_SUP,Energy and supply,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,BE,Belgium,2023,,0.2162,,,,,
